,chapter_num,verse_num,verse,length,stemmed
2709,23,16,ثم إنكم يوم القيامة تبعثون,5,ثم إن يوم قيامة بعث
2710,23,17,ولقد خلقنا فوقكم سبع طرائق وما كنا عن الخلق غافلين,10,قد خلق فوق سبع طريقة ما كان عن خلق غافل
2711,23,18,وأنزلنا من السماء ماء بقدر فأسكناه في الأرض وإنا على ذهاب به لقادرون,13,أنزل من سماء ماء قدر أسك في أرض إن على ذهاب ب قادر
2712,23,19,فأنشأنا لكم به جنات من نخيل وأعناب لكم فيها فواكه كثيرة ومنها تأكلون,13,أنشأ ل ب جنة من نخل عنب ل في فاكهة كثير من أكل
2713,23,20,وشجرة تخرج من طور سيناء تنبت بالدهن وصبغ للاكلين,9,شجرة خرج من طور سيناء نبت دهن صبغ اكل
2714,23,21,وإن لكم في الأنعام لعبرة نسقيكم مما في بطونها ولكم فيها منافع كثيرة ومنها تأكلون,15,إن ل في أنعام عبرة نسق من في بطون ل في منفعة كثير من أكل
2715,23,22,وعليها وعلى الفلك تحملون,4,على على فلك حمل
2716,23,23,ولقد أرسلنا نوحا إلى قومه فقال يا قوم اعبدوا الله ما لكم من إله غيره أفلا تتقون,17,قد أرسل نوح إلى قوم قال يا قوم اعبد الله ما ل من إله غير أفل اتقى
2717,23,24,فقال الملأ الذين كفروا من قومه ما هذا إلا بشر مثلكم يريد أن يتفضل عليكم ولو شاء الله لأنزل ملائكة ما سمعنا بهذا في ابائنا الأولين,26,قال ملأ الذي كفر من قوم ما هذا إلا بشر مثل أراد أن تفضل على لو شاء الله أنزل ملأك ما سمع هذا في ابائ أول
2718,23,25,إن هو إلا رجل به جنة فتربصوا به حتى حين,10,إن هو إلا رجل ب جنة تربص ب حتى حين
2719,23,26,قال رب انصرني بما كذبون,5,قال رب انصرني ما كذب
2720,23,27,فأوحينا إليه أن اصنع الفلك بأعيننا ووحينا فإذا جاء أمرنا وفار التنور فاسلك فيها من كل زوجين اثنين وأهلك إلا من سبق عليه القول منهم ولا تخاطبني في الذين ظلموا إنهم مغرقون,32,أوحى إلى أن أصنع فلك عين حين إذا جاء أمر فار تنور اسلك في من كل زوج اثنان أهلك إلا من سبق على قول من لا خاطب في الذي ظلم إن مغرق
2721,23,28,فإذا استويت أنت ومن معك على الفلك فقل الحمد لله الذي نجانا من القوم الظالمين,15,إذا استوي أنت من مع على فلك قال حمد الله الذي نجى من قوم ظالم
2722,23,29,وقل رب أنزلني منزلا مباركا وأنت خير المنزلين,8,قل رب أنزلني منزل مبارك أنت خير منزل
2723,23,30,إن في ذلك لايات وإن كنا لمبتلين,7,إن في ذلك اي إن كان مبتل
2724,23,31,ثم أنشأنا من بعدهم قرنا اخرين,6,ثم أنشأ من بعد قرن آخر
2725,23,32,فأرسلنا فيهم رسولا منهم أن اعبدوا الله ما لكم من إله غيره أفلا تتقون,14,أرسل في رسول من أن اعبد الله ما ل من إله غير أفل اتقى
2726,23,33,وقال الملأ من قومه الذين كفروا وكذبوا بلقاء الاخرة وأترفناهم في الحياة الدنيا ما هذا إلا بشر مثلكم يأكل مما تأكلون منه ويشرب مما تشربون,25,قال ملأ من قوم الذي كفر كذب لقاء اخر أترف في حياة دنيا ما هذا إلا بشر مثل أكل من أكل من شرب من شرب
2727,23,34,ولئن أطعتم بشرا مثلكم إنكم إذا لخاسرون,7,إن أطاع بشر مثل إن إذا خاسر
2728,23,35,أيعدكم أنكم إذا متم وكنتم ترابا وعظاما أنكم مخرجون,9,أيعدكم أن إذا متم كان تراب عظمة أن مخرج
2729,23,36,هيهات هيهات لما توعدون,4,هيهات هيهات ما وعد
2730,23,37,إن هي إلا حياتنا الدنيا نموت ونحيا وما نحن بمبعوثين,10,إن هي إلا حياة دنيا مات حي ما نحن مبعوث
2731,23,38,إن هو إلا رجل افترى على الله كذبا وما نحن له بمؤمنين,12,إن هو إلا رجل افترى على الله كذب ما نحن ل مؤمن
2732,23,39,قال رب انصرني بما كذبون,5,قال رب انصرني ما كذب
2733,23,40,قال عما قليل ليصبحن نادمين,5,قال عن قليل أصبح نادم
2734,23,41,فأخذتهم الصيحة بالحق فجعلناهم غثاء فبعدا للقوم الظالمين,8,أخذ صيحة حق فجعلناهم غثاء عدا قوم ظالم
2735,23,42,ثم أنشأنا من بعدهم قرونا اخرين,6,ثم أنشأ من بعد قرن آخر
2736,23,43,ما تسبق من أمة أجلها وما يستأخرون,7,ما سبق من أمة أجل ما يستأخرون
2737,23,44,ثم أرسلنا رسلنا تترى كل ما جاء أمة رسولها كذبوه فأتبعنا بعضهم بعضا وجعلناهم أحاديث فبعدا لقوم لا يؤمنون,19,ثم أرسل رسول تترى كل ما جاء أمة رسول كذبوه أتبع بعض بعض جعل حديث عدا قوم لا آمن
2738,23,45,ثم أرسلنا موسى وأخاه هارون باياتنا وسلطان مبين,8,ثم أرسل موسى أخ هارون باي سلطان مبين
2739,23,46,إلى فرعون وملئه فاستكبروا وكانوا قوما عالين,7,إلى فرعون ملأ استكبر كان قوم عالي
2740,23,47,فقالوا أنؤمن لبشرين مثلنا وقومهما لنا عابدون,7,قال أنؤمن بشر مثل قوم ل عابد
2741,23,48,فكذبوهما فكانوا من المهلكين,4,فكذبوهما كان من مهلك
2742,23,49,ولقد اتينا موسى الكتاب لعلهم يهتدون,6,قد أتى موسى كتاب لعل اهتدى
2743,23,50,وجعلنا ابن مريم وأمه اية واويناهما إلى ربوة ذات قرار ومعين,11,جعل ابن مريم أم اية واويناهما إلى ربوة ذات قرار معين
2744,23,51,يا أيها الرسل كلوا من الطيبات واعملوا صالحا إني بما تعملون عليم,12,يا أي رسول أكل من طيب اعمل صالح إن ما عمل عليم
2745,23,52,وإن هذه أمتكم أمة واحدة وأنا ربكم فاتقون,8,إن هذا أمة أمة واحد أنا رب اتق
2746,23,53,فتقطعوا أمرهم بينهم زبرا كل حزب بما لديهم فرحون,9,تقطع أمر بين زبر كل حزب ما لدى فرح
2747,23,54,فذرهم في غمرتهم حتى حين,5,ذر في غمرة حتى حين
2748,23,55,أيحسبون أنما نمدهم به من مال وبنين,7,أيحسبون أنما أمد ب من مال بنون
2749,23,56,نسارع لهم في الخيرات بل لا يشعرون,7,سارع ل في خيرة بل لا شعر
2750,23,57,إن الذين هم من خشية ربهم مشفقون,7,إن الذي هم من خشية رب مشفق
2751,23,58,والذين هم بايات ربهم يؤمنون,5,الذي هم باي رب آمن
2752,23,59,والذين هم بربهم لا يشركون,5,الذي هم رب لا أشرك
2753,23,60,والذين يؤتون ما اتوا وقلوبهم وجلة أنهم إلى ربهم راجعون,10,الذي آتى ما أتى قلب جلة أن إلى رب راجع
2754,23,61,أولئك يسارعون في الخيرات وهم لها سابقون,7,أولائك سارع في خيرة هم ل سابق
2755,23,62,ولا نكلف نفسا إلا وسعها ولدينا كتاب ينطق بالحق وهم لا يظلمون,12,لا كلف نفس إلا وسع لدى كتاب نطق حق هم لا ظلم
2756,23,63,بل قلوبهم في غمرة من هذا ولهم أعمال من دون ذلك هم لها عاملون,14,بل قلب في غمرة من هذا ل عمل من دون ذلك هم ل عامل
2757,23,64,حتى إذا أخذنا مترفيهم بالعذاب إذا هم يجأرون,8,حتى إذا أخذ مترف عذاب إذا هم جأر
2758,23,65,لا تجأروا اليوم إنكم منا لا تنصرون,7,لا تجأر يوم إن من لا نصر
2759,23,66,قد كانت اياتي تتلى عليكم فكنتم على أعقابكم تنكصون,9,قد كان ايا تلا على نتم على عقب تنكص
2760,23,67,مستكبرين به سامرا تهجرون,4,مستكبرين ب سامر هجر
2761,23,68,أفلم يدبروا القول أم جاءهم ما لم يأت اباءهم الأولين,10,أفلم دبر قول أم جاء ما لم أتى اباء أول
2762,23,69,أم لم يعرفوا رسولهم فهم له منكرون,7,أم لم عرف رسول هم ل منكر
2763,23,70,أم يقولون به جنة بل جاءهم بالحق وأكثرهم للحق كارهون,10,أم قال ب جنة بل جاء حق أكثر حق كاره
2764,23,71,ولو اتبع الحق أهواءهم لفسدت السماوات والأرض ومن فيهن بل أتيناهم بذكرهم فهم عن ذكرهم معرضون,16,لو اتبع حق هوى فسد سماء أرض من في بل أتيناهم ذكر هم عن ذكر معرض
2765,23,72,أم تسألهم خرجا فخراج ربك خير وهو خير الرازقين,9,أم سأل خرج خراج رب خير هو خير رازق
2766,23,73,وإنك لتدعوهم إلى صراط مستقيم,5,إن دعا إلى صراط مستقيم
2767,23,74,وإن الذين لا يؤمنون بالاخرة عن الصراط لناكبون,8,إن الذي لا آمن اخر عن صراط لناكبون
2768,23,75,ولو رحمناهم وكشفنا ما بهم من ضر للجوا في طغيانهم يعمهون,11,لو رحم كشف ما ب من ضر جو في طغيان عمه
2769,23,76,ولقد أخذناهم بالعذاب فما استكانوا لربهم وما يتضرعون,8,قد أخذ عذاب ما استكان رب ما يتضرعون
2770,23,77,حتى إذا فتحنا عليهم بابا ذا عذاب شديد إذا هم فيه مبلسون,12,حتى إذا فتح على بابا ذو عذاب شديد إذا هم في مبلسون
2771,23,78,وهو الذي أنشأ لكم السمع والأبصار والأفئدة قليلا ما تشكرون,10,هو الذي أنشأ ل سمع أبصار فؤاد قليل ما شكر
2772,23,79,وهو الذي ذرأكم في الأرض وإليه تحشرون,7,هو الذي ذرأ في أرض إلى تحشر
2773,23,80,وهو الذي يحيي ويميت وله اختلاف الليل والنهار أفلا تعقلون,10,هو الذي أحيى أمات ل اختلاف ليل نهار أفل عقل
2774,23,81,بل قالوا مثل ما قال الأولون,6,بل قال مثل ما قال أول
2775,23,82,قالوا أإذا متنا وكنا ترابا وعظاما أإنا لمبعوثون,8,قال أإذا مات كان تراب عظمة أإنا مبعوث
2776,23,83,لقد وعدنا نحن واباؤنا هذا من قبل إن هذا إلا أساطير الأولين,12,قد وعد نحن اباؤ هذا من قبل إن هذا إلا أسطورة أول
2777,23,84,قل لمن الأرض ومن فيها إن كنتم تعلمون,8,قال من أرض من في إن كان علم
2778,23,85,سيقولون لله قل أفلا تذكرون,5,قال الله قال أفل ذكر
2779,23,86,قل من رب السماوات السبع ورب العرش العظيم,8,قال من رب سماء سبع رب عرش عظيم
2780,23,87,سيقولون لله قل أفلا تتقون,5,قال الله قال أفل اتقى
2781,23,88,قل من بيده ملكوت كل شيء وهو يجير ولا يجار عليه إن كنتم تعلمون,14,قال من يد ملكوت كل شيء هو أجار لا يجار على إن كان علم
2782,23,89,سيقولون لله قل فأنى تسحرون,5,قال الله قال أنى تسحر
2783,23,90,بل أتيناهم بالحق وإنهم لكاذبون,5,بل أتيناهم حق إن كاذب
2784,23,91,ما اتخذ الله من ولد وما كان معه من إله إذا لذهب كل إله بما خلق ولعلا بعضهم على بعض سبحان الله عما يصفون,24,ما اتخذ الله من ولد ما كان مع من إله إذا ذهب كل إله ما خلق لعل بعض على بعض سبحان الله عن وصف
2785,23,92,عالم الغيب والشهادة فتعالى عما يشركون,6,عالم غيب شهادة تعالى عن أشرك
2786,23,93,قل رب إما تريني ما يوعدون,6,قال رب إما تريني ما وعد
2787,23,94,رب فلا تجعلني في القوم الظالمين,6,رب لا جعل في قوم ظالم
2788,23,95,وإنا على أن نريك ما نعدهم لقادرون,7,إن على أن نريك ما عد قادر
2789,23,96,ادفع بالتي هي أحسن السيئة نحن أعلم بما يصفون,9,أدفع الذي هي أحسن سيئ نحن أعلم ما وصف
2790,23,97,وقل رب أعوذ بك من همزات الشياطين,7,قل رب عاذ ب من همز شيطان
2791,23,98,وأعوذ بك رب أن يحضرون,5,عاذ ب رب أن حضر
2792,23,99,حتى إذا جاء أحدهم الموت قال رب ارجعون,8,حتى إذا جاء أحد موت قال رب ارجع
2793,23,100,لعلي أعمل صالحا فيما تركت كلا إنها كلمة هو قائلها ومن ورائهم برزخ إلى يوم يبعثون,16,علي عمل صالح في ترك كلا إن كلمة هو قائل من وراء برزخ إلى يوم بعث
2794,23,101,فإذا نفخ في الصور فلا أنساب بينهم يومئذ ولا يتساءلون,10,إذا نفخ في صور لا نسب بين يومئذ لا تساءل
2795,23,102,فمن ثقلت موازينه فأولئك هم المفلحون,6,من ثقل موازي أولائك هم مفلح
2796,23,103,ومن خفت موازينه فأولئك الذين خسروا أنفسهم في جهنم خالدون,10,من خاف موازي أولائك الذي خسر نفس في جهنم خالد
2797,23,104,تلفح وجوههم النار وهم فيها كالحون,6,لفح وجه نار هم في كالح
2798,23,105,ألم تكن اياتي تتلى عليكم فكنتم بها تكذبون,8,ألم كان ايا تلا على نتم ب كذب
2799,23,106,قالوا ربنا غلبت علينا شقوتنا وكنا قوما ضالين,8,قال رب غلب على شقوتنا كان قوم ضال
2800,23,107,ربنا أخرجنا منها فإن عدنا فإنا ظالمون,7,رب أخرج من إن عاد إن ظالم
2801,23,108,قال اخسئوا فيها ولا تكلمون,5,قال اخسئ في لا تكلم
2802,23,109,إنه كان فريق من عبادي يقولون ربنا امنا فاغفر لنا وارحمنا وأنت خير الراحمين,14,إن كان فريق من عباد قال رب أمن فاغفر ل ارحم أنت خير راحم
2803,23,110,فاتخذتموهم سخريا حتى أنسوكم ذكري وكنتم منهم تضحكون,8,فاتخذتموهم سخري حتى أنسوكم ذكر كان من ضحك
2804,23,111,إني جزيتهم اليوم بما صبروا أنهم هم الفائزون,8,إن جزية يوم ما صبر أن هم فائز
2805,23,112,قال كم لبثتم في الأرض عدد سنين,7,قال كم لبث في أرض عدد سنة
2806,23,113,قالوا لبثنا يوما أو بعض يوم فاسأل العادين,8,قال لبث يوم أو بعض يوم اسأل عادي
2807,23,114,قال إن لبثتم إلا قليلا لو أنكم كنتم تعلمون,9,قال إن لبث إلا قليل لو أن كان علم
2808,23,115,أفحسبتم أنما خلقناكم عبثا وأنكم إلينا لا ترجعون,8,أفحسبتم أنما خلق عبث أن إلى لا أرجع
2809,23,116,فتعالى الله الملك الحق لا إله إلا هو رب العرش الكريم,11,تعالى الله ملك حق لا إله إلا هو رب عرش كريم
2810,23,117,ومن يدع مع الله إلها اخر لا برهان له به فإنما حسابه عند ربه إنه لا يفلح الكافرون,18,من ودع مع الله إله آخر لا برهان ل ب إن حساب عند رب إن لا أفلح كافر
2811,23,118,وقل رب اغفر وارحم وأنت خير الراحمين,7,قل رب اغفر ارحم أنت خير راحم
2812,24,0,بسم الله الرحمن الرحيم,4,بسم الله رحمن رحيم
2813,24,1,سورة أنزلناها وفرضناها وأنزلنا فيها ايات بينات لعلكم تذكرون,9,سورة أنزل فرض أنزل في ايا بينة لعل ذكر
2814,24,2,الزانية والزاني فاجلدوا كل واحد منهما مائة جلدة ولا تأخذكم بهما رأفة في دين الله إن كنتم تؤمنون بالله واليوم الاخر وليشهد عذابهما طائفة من المؤمنين,26,زاني زاني اجلد كل واحد من مئة جلدة لا أخذ ب رأفة في دين الله إن كان آمن الله يوم آخر شهد عذاب طائفة من مؤمن
2815,24,3,الزاني لا ينكح إلا زانية أو مشركة والزانية لا ينكحها إلا زان أو مشرك وحرم ذلك على المؤمنين,18,زاني لا نكح إلا زاني أو مشرك زاني لا نكح إلا زان أو مشرك حرم ذلك على مؤمن
2816,24,4,والذين يرمون المحصنات ثم لم يأتوا بأربعة شهداء فاجلدوهم ثمانين جلدة ولا تقبلوا لهم شهادة أبدا وأولئك هم الفاسقون,19,الذي رمى محصن ثم لم أتى أربع شهيد فاجلدوهم ثمانون جلدة لا قبل ل شهادة أبد أولائك هم فاسق
2817,24,5,إلا الذين تابوا من بعد ذلك وأصلحوا فإن الله غفور رحيم,11,إلا الذي تاب من بعد ذلك أصلح إن الله غفور رحيم
2818,24,6,والذين يرمون أزواجهم ولم يكن لهم شهداء إلا أنفسهم فشهادة أحدهم أربع شهادات بالله إنه لمن الصادقين,17,الذي رمى زوج لم كان ل شهيد إلا نفس شهادة أحد أربع شهادة الله إن من صادق
2819,24,7,والخامسة أن لعنت الله عليه إن كان من الكاذبين,9,خامس أن لعن الله على إن كان من كاذب
2820,24,8,ويدرأ عنها العذاب أن تشهد أربع شهادات بالله إنه لمن الكاذبين,11,درأ عن عذاب أن شهد أربع شهادة الله إن من كاذب
2821,24,9,والخامسة أن غضب الله عليها إن كان من الصادقين,9,خامس أن غضب الله على إن كان من صادق
2822,24,10,ولولا فضل الله عليكم ورحمته وأن الله تواب حكيم,9,لولا فضل الله على رحمة أن الله تواب حكيم
2823,24,11,إن الذين جاءوا بالإفك عصبة منكم لا تحسبوه شرا لكم بل هو خير لكم لكل امرئ منهم ما اكتسب من الإثم والذي تولى كبره منهم له عذاب عظيم,28,إن الذي جاء إفك عصبة من لا حسب شر ل بل هو خير ل كل امرؤ من ما اكتسب من إثم الذي تولى كبر من ل عذاب عظيم
2824,24,12,لولا إذ سمعتموه ظن المؤمنون والمؤمنات بأنفسهم خيرا وقالوا هذا إفك مبين,12,لولا إذ سمعتموه ظن مؤمن مؤمن نفس خير قال هذا إفك مبين
2825,24,13,لولا جاءوا عليه بأربعة شهداء فإذ لم يأتوا بالشهداء فأولئك عند الله هم الكاذبون,14,لولا جاء على أربع شهيد إذ لم أتى شهيد أولائك عند الله هم كاذب
2826,24,14,ولولا فضل الله عليكم ورحمته في الدنيا والاخرة لمسكم في ما أفضتم فيه عذاب عظيم,15,لولا فضل الله على رحمة في دنيا اخر مس في ما أفاض في عذاب عظيم
2827,24,15,إذ تلقونه بألسنتكم وتقولون بأفواهكم ما ليس لكم به علم وتحسبونه هينا وهو عند الله عظيم,16,إذ ألقى بألسنتكم قال فوه ما ليس ل ب علم حسب هين هو عند الله عظيم
2828,24,16,ولولا إذ سمعتموه قلتم ما يكون لنا أن نتكلم بهذا سبحانك هذا بهتان عظيم,14,لولا إذ سمعتموه قال ما كان ل أن تكلم هذا سبحان هذا بهتان عظيم
2829,24,17,يعظكم الله أن تعودوا لمثله أبدا إن كنتم مؤمنين,9,وعظ الله أن تعود مثل أبد إن كان مؤمن
2830,24,18,ويبين الله لكم الايات والله عليم حكيم,7,بين الله ل اي الله عليم حكيم
2831,24,19,إن الذين يحبون أن تشيع الفاحشة في الذين امنوا لهم عذاب أليم في الدنيا والاخرة والله يعلم وأنتم لا تعلمون,20,إن الذي أحب أن شاع فاحشة في الذي امن ل عذاب أليم في دنيا اخر الله علم أنتم لا علم
2832,24,20,ولولا فضل الله عليكم ورحمته وأن الله رءوف رحيم,9,لولا فضل الله على رحمة أن الله رءوف رحيم
2833,24,21,يا أيها الذين امنوا لا تتبعوا خطوات الشيطان ومن يتبع خطوات الشيطان فإنه يأمر بالفحشاء والمنكر ولولا فضل الله عليكم ورحمته ما زكى منكم من أحد أبدا ولكن الله يزكي من يشاء والله سميع عليم,35,يا أي الذي امن لا اتبع خطوة شيطان من تبع خطوة شيطان إن أمر فحشاء منكر لولا فضل الله على رحمة ما زكى من من أحد أبد لكن الله زكى من شاء الله سميع عليم
2834,24,22,ولا يأتل أولو الفضل منكم والسعة أن يؤتوا أولي القربى والمساكين والمهاجرين في سبيل الله وليعفوا وليصفحوا ألا تحبون أن يغفر الله لكم والله غفور رحيم,26,لا يأتل أولو فضل من سعة أن آتى أولى قربى مسكين مهاجر في سبيل الله عف وليصفحوا أن أحب أن غفر الله ل الله غفور رحيم
2835,24,23,إن الذين يرمون المحصنات الغافلات المؤمنات لعنوا في الدنيا والاخرة ولهم عذاب عظيم,13,إن الذي رمى محصن غافل مؤمن عن في دنيا اخر ل عذاب عظيم
2836,24,24,يوم تشهد عليهم ألسنتهم وأيديهم وأرجلهم بما كانوا يعملون,9,يوم شهد على لسان يد رجل ما كان عمل
2837,24,25,يومئذ يوفيهم الله دينهم الحق ويعلمون أن الله هو الحق المبين,11,يومئذ وفى الله دين حق علم أن الله هو حق مبين
2838,24,26,الخبيثات للخبيثين والخبيثون للخبيثات والطيبات للطيبين والطيبون للطيبات أولئك مبرءون مما يقولون لهم مغفرة ورزق كريم,16,خبيث خبيث خبيث خبيث طيب طيب طيب طيب أولائك مبرءون من قال ل مغفرة رزق كريم
2839,24,27,يا أيها الذين امنوا لا تدخلوا بيوتا غير بيوتكم حتى تستأنسوا وتسلموا على أهلها ذلكم خير لكم لعلكم تذكرون,19,يا أي الذي امن لا دخل بيت غير بيت حتى استأنس سلم على أهل ذلك خير ل لعل ذكر
2840,24,28,فإن لم تجدوا فيها أحدا فلا تدخلوها حتى يؤذن لكم وإن قيل لكم ارجعوا فارجعوا هو أزكى لكم والله بما تعملون عليم,22,إن لم وجد في أحد لا دخل حتى أذن ل إن قال ل ارجع ارجع هو أزكى ل الله ما عمل عليم
2841,24,29,ليس عليكم جناح أن تدخلوا بيوتا غير مسكونة فيها متاع لكم والله يعلم ما تبدون وما تكتمون,17,ليس على جناح أن دخل بيت غير مسكون في متاع ل الله علم ما أبدى ما كتم
2842,24,30,قل للمؤمنين يغضوا من أبصارهم ويحفظوا فروجهم ذلك أزكى لهم إن الله خبير بما يصنعون,15,قال مؤمن غض من أبصار حفظ فرج ذلك أزكى ل إن الله خبير ما صنع
2843,24,31,وقل للمؤمنات يغضضن من أبصارهن ويحفظن فروجهن ولا يبدين زينتهن إلا ما ظهر منها وليضربن بخمرهن على جيوبهن ولا يبدين زينتهن إلا لبعولتهن أو ابائهن أو اباء بعولتهن أو أبنائهن أو أبناء بعولتهن أو إخوانهن أو بني إخوانهن أو بني أخواتهن أو نسائهن أو ما ملكت أيمانهن أو التابعين غير أولي الإربة من الرجال أو الطفل الذين لم يظهروا على عورات النساء ولا يضربن بأرجلهن ليعلم ما يخفين من زينتهن وتوبوا إلى الله جميعا أيه المؤمنون لعلكم تفلحون,78,قل مؤمن غض من أبصار حفظ فرج لا أبدى زينة إلا ما ظهر من ضرب خمار على جيب لا أبدى زينة إلا بعل أو ابائ أو اباء بعل أو ابن أو ابن بعل أو أخ أو بنون أخ أو بنون أخت أو نساء أو ما ملك يمين أو تابع غير أولى إرب من رجل أو طفل الذي لم ظهر على عورة نساء لا ضرب رجل علم ما أخفى من زينة توب إلى الله جميع أي مؤمن لعل أفلح
2844,24,32,وأنكحوا الأيامى منكم والصالحين من عبادكم وإمائكم إن يكونوا فقراء يغنهم الله من فضله والله واسع عليم,17,نكح أيائم من صالح من عباد أمة إن كان فقير أغنى الله من فضل الله واسع عليم
2845,24,33,وليستعفف الذين لا يجدون نكاحا حتى يغنيهم الله من فضله والذين يبتغون الكتاب مما ملكت أيمانكم فكاتبوهم إن علمتم فيهم خيرا واتوهم من مال الله الذي اتاكم ولا تكرهوا فتياتكم على البغاء إن أردن تحصنا لتبتغوا عرض الحياة الدنيا ومن يكرههن فإن الله من بعد إكراههن غفور رحيم,48,وليستعفف الذي لا وجد نكاح حتى أغنى الله من فضل الذي ابتغى كتاب من ملك يمين كاتب إن علم في خير واتو من مال الله الذي اتا لا أكره فتاة على بغاء إن أراد تحصن ابتغى عرض حياة دنيا من أكره إن الله من بعد إكراه غفور رحيم
2846,24,34,ولقد أنزلنا إليكم ايات مبينات ومثلا من الذين خلوا من قبلكم وموعظة للمتقين,13,قد أنزل إلى ايا مبين مثل من الذي خلو من قبل موعظة متقي
2847,24,35,الله نور السماوات والأرض مثل نوره كمشكاة فيها مصباح المصباح في زجاجة الزجاجة كأنها كوكب دري يوقد من شجرة مباركة زيتونة لا شرقية ولا غربية يكاد زيتها يضيء ولو لم تمسسه نار نور على نور يهدي الله لنوره من يشاء ويضرب الله الأمثال للناس والله بكل شيء عليم,48,الله نور سماء أرض مثل نور مشكاة في مصباح مصباح في زجاجة زجاجة كأن كوكب در أوقد من شجرة مبارك زيتونة لا شرقي لا غربي كاد زيت أضاء لو لم تمسس نار نور على نور هدى الله نور من شاء ضرب الله مثل ناس الله كل شيء عليم
2848,24,36,في بيوت أذن الله أن ترفع ويذكر فيها اسمه يسبح له فيها بالغدو والاصال,14,في بيت أذن الله أن رفع ذكر في اسم سبح ل في غدو اصال
2849,24,37,رجال لا تلهيهم تجارة ولا بيع عن ذكر الله وإقام الصلاة وإيتاء الزكاة يخافون يوما تتقلب فيه القلوب والأبصار,19,رجل لا ألهى تجارة لا بيع عن ذكر الله إقام صلاة إيتاء زكاة خاف يوم تقلب في قلب أبصار
2850,24,38,ليجزيهم الله أحسن ما عملوا ويزيدهم من فضله والله يرزق من يشاء بغير حساب,14,جزى الله أحسن ما عمل زاد من فضل الله رزق من شاء غير حساب
2851,24,39,والذين كفروا أعمالهم كسراب بقيعة يحسبه الظمان ماء حتى إذا جاءه لم يجده شيئا ووجد الله عنده فوفاه حسابه والله سريع الحساب,22,الذي كفر عمل سراب بقيعة حسب ظمان ماء حتى إذا جاء لم وجد شيء وجد الله عند وفى حساب الله سريع حساب
2852,24,40,أو كظلمات في بحر لجي يغشاه موج من فوقه موج من فوقه سحاب ظلمات بعضها فوق بعض إذا أخرج يده لم يكد يراها ومن لم يجعل الله له نورا فما له من نور,33,أو ظلم في بحر لجي غشي موج من فوق موج من فوق سحاب ظلم بعض فوق بعض إذا أخرج يد لم كاد رأى من لم جعل الله ل نور ما ل من نور
2853,24,41,ألم تر أن الله يسبح له من في السماوات والأرض والطير صافات كل قد علم صلاته وتسبيحه والله عليم بما يفعلون,21,ألم رأى أن الله سبح ل من في سماء أرض طير صافي كل قد علم صلاة تسبيح الله عليم ما فعل
2854,24,42,ولله ملك السماوات والأرض وإلى الله المصير,7,الله ملك سماء أرض إلى الله مصير
2855,24,43,ألم تر أن الله يزجي سحابا ثم يؤلف بينه ثم يجعله ركاما فترى الودق يخرج من خلاله وينزل من السماء من جبال فيها من برد فيصيب به من يشاء ويصرفه عن من يشاء يكاد سنا برقه يذهب بالأبصار,38,ألم رأى أن الله يزجي سحاب ثم ألف بين ثم جعل ركام رأى دق خرج من خلال نزل من سماء من جبل في من رد فيصيب ب من شاء صرف عن من شاء كاد سن برق ذهب أبصار
2856,24,44,يقلب الله الليل والنهار إن في ذلك لعبرة لأولي الأبصار,10,قلب الله ليل نهار إن في ذلك عبرة أولى أبصار
2857,24,45,والله خلق كل دابة من ماء فمنهم من يمشي على بطنه ومنهم من يمشي على رجلين ومنهم من يمشي على أربع يخلق الله ما يشاء إن الله على كل شيء قدير,31,الله خلق كل دابة من ماء من من مشى على بطن من من مشى على رجل من من مشى على أربع خلق الله ما شاء إن الله على كل شيء قدير
2858,24,46,لقد أنزلنا ايات مبينات والله يهدي من يشاء إلى صراط مستقيم,11,قد أنزل ايا مبين الله هدى من شاء إلى صراط مستقيم
2859,24,47,ويقولون امنا بالله وبالرسول وأطعنا ثم يتولى فريق منهم من بعد ذلك وما أولئك بالمؤمنين,15,قال أمن الله رسول أطاع ثم تولى فريق من من بعد ذلك ما أولائك مؤمن
2860,24,48,وإذا دعوا إلى الله ورسوله ليحكم بينهم إذا فريق منهم معرضون,11,إذا دعا إلى الله رسول حكم بين إذا فريق من معرض
2861,24,49,وإن يكن لهم الحق يأتوا إليه مذعنين,7,إن كان ل حق أتى إلى مذعن
2862,24,50,أفي قلوبهم مرض أم ارتابوا أم يخافون أن يحيف الله عليهم ورسوله بل أولئك هم الظالمون,16,أفي قلب مرض أم ارتاب أم خاف أن حاف الله على رسول بل أولائك هم ظالم
2863,24,51,إنما كان قول المؤمنين إذا دعوا إلى الله ورسوله ليحكم بينهم أن يقولوا سمعنا وأطعنا وأولئك هم المفلحون,18,إن كان قول مؤمن إذا دعا إلى الله رسول حكم بين أن قال سمع أطاع أولائك هم مفلح
2864,24,52,ومن يطع الله ورسوله ويخش الله ويتقه فأولئك هم الفائزون,10,من أطاع الله رسول خشي الله اتقى أولائك هم فائز
2865,24,53,وأقسموا بالله جهد أيمانهم لئن أمرتهم ليخرجن قل لا تقسموا طاعة معروفة إن الله خبير بما تعملون,17,أقسم الله جهد يمين إن أمر ليخرجن قال لا أقسم طاعة معروف إن الله خبير ما عمل
